I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	Volume 	4740.25	1273	(1)	0	3.72369	1700.55	59.961 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	EucDistance 	111541	1274	(0)	0	87.5518	224.63	40.9261 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	PathDistance 	132412	1274	(0)	0	103.934	253.925	46.4176 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	Branch_Order 	4504	1274	(0)	0	3.53532	8	1.69365 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	Terminal_degree 	1927	1274	(0)	1	1.51256	54	2.15286 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	TerminalSegment 	1080	1080	(194)	1	1	1	0 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	Taper_1 	5.13648	99	(1175)	-0.239538	0.0518836	0.770696	0.144571 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	Taper_2 	66.1009	99	(1175)	-0.79056	0.667686	1	0.414446 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	Branch_pathlength 	4988.69	99	(1175)	1.44	50.3908	175.6	45.7717 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	Contraction 	92.6212	99	(1175)	0.788381	0.935568	1	0.0432663 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	Fragmentation 	1274	100	(1174)	1	12.74	45	12.0557 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	Daughter_Ratio 	63.7518	46	(1228)	1	1.38591	3	0.56739 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	Parent_Daughter_Ratio 	75.5113	99	(1175)	0.0287584	0.76274	1.79056	0.285163 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	Partition_asymmetry 	18.5829	46	(1228)	0	0.403977	1	0.420635 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	Rall_Power 	41.995	20	(1254)	0.825	2.09975	3.575	0.779198 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	Pk 	63.2417	46	(1228)	0.246768	1.37482	5.64017	0.801006 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	Pk_classic 	69.6849	46	(1228)	0.575994	1.51489	3.50953	0.47674 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	Pk_2 	65.9468	46	(1228)	0.384778	1.43363	4.3603	0.616925 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	Bif_ampl_local 	1521.04	45	(1229)	7.92291	33.8008	93.2296	21.7255 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	Bif_ampl_remote 	2294.78	45	(1229)	12.8462	50.9951	104.941	22.6343 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	Bif_tilt_local 	6582.6	45	(1229)	92.9178	146.28	171.887	21.6105 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	Bif_tilt_remote 	6091.11	45	(1229)	91.282	135.358	162.256	17.7178 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	Bif_torque_local 	3876.32	44	(1230)	10.073	88.0981	153.877	40.674 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	Bif_torque_remote 	4064.24	45	(1229)	8.18288	90.3165	177.851	46.2939 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	Last_parent_diam 	10.3125	19	(1255)	0.46875	0.542763	0.78125	0.0899606 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	Diam_threshold 	58.5271	54	(1220)	0.395286	1.08383	16.2996	2.66638 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	HillmanThreshold 	77.2269	54	(1220)	0.432018	1.43013	16.2996	2.98369 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	Helix 	3.43	1257	(17)	-0.24	0.00272872	0.24	0.0520984 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_001.swc	Fractal_Dim 	78.5268	77	(1197)	1	1.01983	1.06058	0.0140091 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Soma_Surface 	670.872	2	(1031)	335.436	335.436	335.436	0 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	N_stems 	0	0	(1033)	0	0	0	0 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	N_bifs 	43	43	(990)	1	1	1	0 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	N_branch 	92	92	(941)	1	1	1	0 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	N_tips 	50	50	(983)	1	1	1	0 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Width 	274.41	1033	(0)	274.41	274.41	274.41	0 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Height 	308.15	1033	(0)	308.15	308.15	308.15	0 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Depth 	75.55	1033	(0)	75.55	75.55	75.55	0 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Type 	501	1033	(0)	0	0.484995	6	1.56401 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Diameter 	556.465	1033	(0)	0	0.538689	14.6169	0.735462 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Diameter_pow 	553.257	1033	(0)	0	0.535583	55.8834	2.77454 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Length 	4144.41	1032	(1)	0.226277	4.0159	12.6535	1.92906 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Surface 	7258.8	1032	(1)	0	7.03372	335.606	13.8255 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	SectionArea 	574.299	984	(49)	0.126366	0.583637	167.803	6.7185 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Volume 	3472.12	1032	(1)	0	3.36446	1226.38	47.9736 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	EucDistance 	92076.4	1033	(0)	0	89.135	228.265	48.46 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	PathDistance 	107167	1033	(0)	0	103.743	258.283	56.5042 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Branch_Order 	3668	1033	(0)	0	3.55082	8	1.94374 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Terminal_degree 	1705	1033	(0)	1	1.65053	51	2.37792 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	TerminalSegment 	822	822	(211)	1	1	1	0 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Taper_1 	5.63085	92	(941)	0	0.0612048	0.883655	0.152934 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Taper_2 	62.467	92	(941)	0	0.678989	1	0.386891 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Branch_pathlength 	4005.89	92	(941)	2.66	43.5423	179.18	38.6297 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Contraction 	85.8839	92	(941)	0.739683	0.933521	1	0.0445062 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Fragmentation 	1001	93	(940)	1	10.7634	46	9.46708 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Daughter_Ratio 	55.9355	43	(990)	1	1.30083	3.33333	0.525284 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Parent_Daughter_Ratio 	70.4229	93	(940)	0.0453526	0.757235	1.07628	0.257084 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Partition_asymmetry 	15.2462	43	(990)	0	0.354564	1	0.423153 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Rall_Power 	46.705	20	(1013)	0.805	2.33525	3.71	0.703349 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Pk 	53.9698	43	(990)	0.178055	1.25511	2.22993	0.494723 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Pk_classic 	64.2545	43	(990)	0.549825	1.49429	2.11657	0.354315 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Pk_2 	59.715	43	(990)	0.357992	1.38872	2.15837	0.417225 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Bif_ampl_local 	1606.58	42	(991)	4.58952	38.252	94.3702	23.3725 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Bif_ampl_remote 	1928.28	42	(991)	12.0409	45.9115	89.2851	17.1157 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Bif_tilt_local 	5967.39	42	(991)	85.6302	142.081	175.413	21.8396 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Bif_tilt_remote 	5966.33	42	(991)	111.362	142.055	172.113	13.4074 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Bif_torque_local 	3837.75	41	(992)	16.4523	93.6036	169.439	45.9228 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Bif_torque_remote 	3961.87	42	(991)	4.55304	94.3302	177.721	41.8326 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Last_parent_diam 	10.0483	19	(1014)	0.46875	0.52886	0.625	0.0698494 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Diam_threshold 	52.3517	51	(982)	0.401116	1.0265	14.6169	2.45127 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	HillmanThreshold 	62.2901	51	(982)	0.435539	1.22138	14.6169	2.60422 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Helix 	-4.21	1016	(17)	-0.25	-0.0041437	0.22	0.0526474 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_002.swc	Fractal_Dim 	70.2497	69	(964)	1	1.01811	1.06158	0.0146497 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	Soma_Surface 	844.836	2	(1405)	422.418	422.418	422.418	5.68434e-014 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	N_stems 	0	0	(1407)	0	0	0	0 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	N_bifs 	48	48	(1359)	1	1	1	0 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	N_branch 	102	102	(1305)	1	1	1	0 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	N_tips 	55	55	(1352)	1	1	1	0 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	Width 	320.56	1407	(0)	320.56	320.56	320.56	0 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	Height 	387.07	1407	(0)	387.07	387.07	387.07	0 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	Depth 	103.29	1407	(0)	103.29	103.29	103.29	0 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	Type 	556	1407	(0)	0	0.395167	6	1.42278 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	Diameter 	711.478	1407	(0)	0	0.50567	16.4029	0.706906 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	Diameter_pow 	675.147	1407	(0)	0	0.479849	66.4327	2.83744 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	Length 	6222.84	1406	(1)	0.219317	4.42592	15.6012	2.05742 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	Surface 	10131.8	1406	(1)	0	7.20609	422.632	14.9378 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	SectionArea 	699.489	1353	(54)	0.0530995	0.516991	211.316	7.242 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	Volume 	4746.41	1406	(1)	0	3.37583	1733.1	58.2853 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	EucDistance 	139270	1407	(0)	0	98.9834	238.623	47.4424 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	PathDistance 	167893	1407	(0)	0	119.327	280.73	55.1809 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	Branch_Order 	5172	1407	(0)	0	3.67591	10	1.76888 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	Terminal_degree 	2065	1407	(0)	1	1.46766	55	2.11074 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	TerminalSegment 	1218	1218	(189)	1	1	1	0 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	Taper_1 	5.14767	102	(1305)	-0.0194899	0.0504673	1.0668	0.167789 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	Taper_2 	67.248	102	(1305)	-0.161969	0.659295	1	0.396377 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	Branch_pathlength 	6222.28	102	(1305)	3.78	61.0027	205.35	58.6904 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	Contraction 	94.1077	102	(1305)	0.584908	0.922625	1	0.0577084 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	Fragmentation 	1407	103	(1304)	1	13.6602	45	13.3241 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	Daughter_Ratio 	60.5634	48	(1359)	1	1.26174	2.25211	0.293657 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	Parent_Daughter_Ratio 	81.5837	102	(1305)	0.0375845	0.79984	1.16197	0.243317 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	Partition_asymmetry 	21.287	48	(1359)	0	0.443479	1	0.432819 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	Rall_Power 	41.275	18	(1389)	1.115	2.29306	3.395	0.585264 
I:\Neuron Tracing\Age-Related Dendritic and Spine Changes OK+++\Old Macaque Monkeys Local Area 46\cnic_swc_old_macaque_pfc_a46_lppn\cnic_003.swc	Pk 	67.1856	48	(1359)	0.413438	1.3997	2.44869	0.501791 
